,"""Source Port""","""Destination Port""","""NAT Source Port""","""NAT Destination Port""",Bytes,"""Bytes Sent""","""Bytes Received""",Packets,"""Elapsed Time (sec)""",pkts_sent,pkts_received
53102,56443,53,60191,53,168,86,82,2,30,1,1
53103,43361,80,14228,80,630,630,0,10,217,10,0
53104,60480,443,16166,443,6511,2810,3701,34,3665,12,22
53105,36886,443,32940,443,2907,1637,1270,20,364,11,9
53106,55427,443,18604,443,9255,2064,7191,43,78,18,25
53107,41631,123,31654,123,184,94,90,2,30,1,1
53108,57991,53,26816,53,220,78,142,2,30,1,1
53109,51176,53,44581,53,236,86,150,2,30,1,1
53110,27005,27015,41826,27015,868,126,742,2,30,1,1
53111,46865,443,9898,443,416,210,206,7,32,4,3
53112,27005,27018,40971,27018,882,126,756,2,30,1,1
53113,40893,443,32829,443,10450,3898,6552,20,135,11,9
53114,60644,5222,7350,5222,9852,2665,7187,60,360,25,35
53115,51764,443,51764,443,4632,1725,2907,19,27,11,8
53116,56800,1,6191,1,70,70,0,2,8,2,0
53117,58962,80,58962,80,22844,1529,21315,39,28,20,19
53118,62783,443,22003,443,28847,16957,11890,144,293,60,84
53119,43872,53,52878,53,199,94,105,2,30,1,1
53120,55072,53,52370,53,168,86,82,2,30,1,1
53121,64609,53,7620,53,250,86,164,4,30,2,2
53122,48458,53,30263,53,168,78,90,2,31,1,1
53123,37917,443,55165,443,6124,860,5264,18,361,9,9
53124,61762,443,14583,443,5975,2713,3262,24,125,12,12
53125,61305,443,56273,443,5399,2711,2688,13,120,7,6
53126,64072,53,31241,53,292,110,182,2,30,1,1
53127,60241,443,21837,443,4512,1810,2702,16,135,7,9
53128,50464,80,22574,80,8453,2011,6442,17,21,8,9
53129,57304,53,22240,53,292,110,182,2,30,1,1
53130,16980,53,16980,53,197,90,107,2,30,1,1
53131,61151,443,65420,443,121129,5559,115570,157,640,51,106
53132,49665,53,45405,53,197,102,95,2,30,1,1
53133,52508,53,51671,53,168,78,90,2,30,1,1
53134,50438,53,55322,53,199,102,97,2,31,1,1
53135,53578,34129,19410,34129,70,70,0,1,5,1,0
53136,25448,23,25448,23,66,66,0,1,5,1,0
53137,50452,80,41109,80,318,192,126,6,29,4,2
53138,39118,443,29645,443,5229,2388,2841,23,367,12,11
53139,64082,53,17005,53,356,97,259,4,58,2,2
53140,58289,445,0,0,70,70,0,1,0,1,0
53141,58305,18375,0,0,62,62,0,1,0,1,0
53142,53318,445,0,0,70,70,0,1,0,1,0
53143,58286,445,0,0,70,70,0,1,0,1,0
53144,58287,445,0,0,70,70,0,1,0,1,0
53145,58284,445,0,0,70,70,0,1,0,1,0
53146,51166,31573,0,0,66,66,0,1,0,1,0
53147,4961,62741,0,0,66,66,0,1,0,1,0
53148,53702,445,0,0,66,66,0,1,0,1,0
53149,53309,445,0,0,70,70,0,1,0,1,0
53150,53308,445,0,0,70,70,0,1,0,1,0
53151,53305,445,0,0,70,70,0,1,0,1,0
53152,53303,445,0,0,70,70,0,1,0,1,0
53153,33174,22,0,0,60,60,0,1,0,1,0
53154,53302,445,0,0,70,70,0,1,0,1,0
53155,46640,8880,0,0,60,60,0,1,0,1,0
53156,58278,445,0,0,70,70,0,1,0,1,0
53157,61221,35440,0,0,66,66,0,1,0,1,0
53158,58273,445,0,0,70,70,0,1,0,1,0
53159,58270,445,0,0,70,70,0,1,0,1,0
53160,58269,445,0,0,70,70,0,1,0,1,0
53161,53696,445,0,0,66,66,0,1,0,1,0
53162,58703,50584,0,0,66,66,0,1,0,1,0
53163,53692,445,0,0,66,66,0,1,0,1,0
53164,53691,445,0,0,66,66,0,1,0,1,0
53165,53687,445,0,0,66,66,0,1,0,1,0
53166,53686,445,0,0,66,66,0,1,0,1,0
53167,53685,445,0,0,66,66,0,1,0,1,0
53168,53683,445,0,0,66,66,0,1,0,1,0
53169,1024,64147,0,0,62,62,0,1,0,1,0
53170,7749,36237,0,0,66,66,0,1,0,1,0
53171,52860,9694,0,0,62,62,0,1,0,1,0
53172,53294,445,0,0,70,70,0,1,0,1,0
53173,60018,64147,0,0,62,62,0,1,0,1,0
53174,59377,9319,0,0,62,62,0,1,0,1,0
53175,58268,445,0,0,70,70,0,1,0,1,0
53176,58265,445,0,0,70,70,0,1,0,1,0
53177,58263,445,0,0,70,70,0,1,0,1,0
53178,56712,46824,0,0,62,62,0,1,0,1,0
53179,53682,445,0,0,66,66,0,1,0,1,0
53180,58260,445,0,0,70,70,0,1,0,1,0
53181,50254,44847,0,0,66,66,0,1,0,1,0
53182,53677,445,0,0,66,66,0,1,0,1,0
53183,53286,445,0,0,70,70,0,1,0,1,0
53184,56173,37807,0,0,66,66,0,1,0,1,0
53185,62071,22114,0,0,62,62,0,1,0,1,0
53186,53676,445,0,0,66,66,0,1,0,1,0
53187,53675,445,0,0,66,66,0,1,0,1,0
53188,53283,445,0,0,70,70,0,1,0,1,0
53189,53673,445,0,0,66,66,0,1,0,1,0
53190,53406,50584,0,0,66,66,0,1,0,1,0
53191,53178,26467,0,0,62,62,0,1,0,1,0
53192,17481,64097,0,0,146,146,0,1,0,1,0
53193,20576,37965,0,0,62,62,0,1,0,1,0
53194,53280,445,0,0,70,70,0,1,0,1,0
53195,49982,37965,0,0,66,66,0,1,0,1,0
53196,25797,30188,0,0,146,146,0,1,0,1,0
53197,62549,64147,0,0,62,62,0,1,0,1,0
53198,53278,445,0,0,70,70,0,1,0,1,0
53199,65203,30188,0,0,66,66,0,1,0,1,0
53200,58253,445,0,0,70,70,0,1,0,1,0
53201,58248,445,0,0,70,70,0,1,0,1,0
53202,58245,445,0,0,70,70,0,1,0,1,0
53203,41410,30188,0,0,146,146,0,1,0,1,0
53204,53274,445,0,0,70,70,0,1,0,1,0
53205,52361,23718,0,0,66,66,0,1,0,1,0
53206,53664,445,0,0,66,66,0,1,0,1,0
53207,5751,64147,0,0,66,66,0,1,0,1,0
53208,53273,445,0,0,70,70,0,1,0,1,0
53209,50535,51505,0,0,62,62,0,1,0,1,0
53210,32491,15503,0,0,66,66,0,1,0,1,0
53211,43688,22114,0,0,66,66,0,1,0,1,0
53212,53654,445,0,0,66,66,0,1,0,1,0
53213,57772,50584,0,0,66,66,0,1,0,1,0
53214,58234,445,0,0,70,70,0,1,0,1,0
53215,58751,9571,0,0,62,62,0,1,0,1,0
53216,25010,30188,0,0,62,62,0,1,0,1,0
53217,9377,56205,0,0,66,66,0,1,0,1,0
53218,53268,445,0,0,70,70,0,1,0,1,0
53219,64339,18375,0,0,66,66,0,1,0,1,0
53220,59728,5900,0,0,60,60,0,1,0,1,0
53221,55225,11392,0,0,66,66,0,1,0,1,0
53222,53652,445,0,0,66,66,0,1,0,1,0
53223,29049,23,0,0,60,60,0,1,0,1,0
53224,1054,15503,0,0,62,62,0,1,0,1,0
53225,63542,15503,0,0,66,66,0,1,0,1,0
53226,10265,64147,0,0,66,66,0,1,0,1,0
53227,52217,22114,0,0,66,66,0,1,0,1,0
53228,59790,44847,0,0,66,66,0,1,0,1,0
53229,52726,56205,0,0,66,66,0,1,0,1,0
53230,53645,445,0,0,66,66,0,1,0,1,0
53231,37902,23718,0,0,62,62,0,1,0,1,0
53232,53639,445,0,0,66,66,0,1,0,1,0
53233,42532,22114,0,0,62,62,0,1,0,1,0
53234,63205,9571,0,0,66,66,0,1,0,1,0
53235,52997,5900,0,0,60,60,0,1,0,1,0
53236,9412,7302,0,0,62,62,0,1,0,1,0
53237,53255,445,0,0,70,70,0,1,0,1,0
53238,63465,56205,0,0,66,66,0,1,0,1,0
53239,64877,37450,0,0,66,66,0,1,0,1,0
53240,63772,35440,0,0,66,66,0,1,0,1,0
53241,17411,43890,0,0,146,146,0,1,0,1,0
53242,15530,49718,0,0,146,146,0,1,0,1,0
53243,42241,11392,0,0,66,66,0,1,0,1,0
53244,58721,51505,0,0,66,66,0,1,0,1,0
53245,53252,445,0,0,70,70,0,1,0,1,0
53246,15005,32480,0,0,145,145,0,1,0,1,0
53247,45941,23386,0,0,60,60,0,1,0,1,0
53248,58224,445,0,0,70,70,0,1,0,1,0
53249,58220,445,0,0,70,70,0,1,0,1,0
53250,58221,445,0,0,70,70,0,1,0,1,0
53251,53628,445,0,0,66,66,0,1,0,1,0
53252,53629,445,0,0,66,66,0,1,0,1,0
53253,53626,445,0,0,66,66,0,1,0,1,0
53254,53623,445,0,0,66,66,0,1,0,1,0
53255,53625,445,0,0,66,66,0,1,0,1,0
53256,53627,445,0,0,66,66,0,1,0,1,0
53257,53624,445,0,0,66,66,0,1,0,1,0
53258,53621,445,0,0,66,66,0,1,0,1,0
53259,63716,23,0,0,60,60,0,1,0,1,0
53260,37597,50584,0,0,66,66,0,1,0,1,0
53261,58445,17500,0,0,66,66,0,1,0,1,0
53262,26921,37965,0,0,62,62,0,1,0,1,0
53263,51617,21247,0,0,66,66,0,1,0,1,0
53264,54343,50584,0,0,62,62,0,1,0,1,0
53265,56474,18375,0,0,62,62,0,1,0,1,0
53266,53247,445,0,0,70,70,0,1,0,1,0
53267,49805,64147,0,0,66,66,0,1,0,1,0
53268,33453,64147,0,0,62,62,0,1,0,1,0
53269,53246,445,0,0,70,70,0,1,0,1,0
53270,2935,64147,0,0,62,62,0,1,0,1,0
53271,12549,50265,0,0,146,146,0,1,0,1,0
53272,53244,445,0,0,70,70,0,1,0,1,0
53273,52643,36237,0,0,66,66,0,1,0,1,0
53274,37587,443,50576,443,499,425,74,4,0,3,1
53275,37586,443,60521,443,499,425,74,4,0,3,1
53276,37584,443,21310,443,499,425,74,4,0,3,1
53277,37581,443,35670,443,499,425,74,4,0,3,1
53278,37582,443,52781,443,499,425,74,4,0,3,1
53279,37583,443,36088,443,499,425,74,4,0,3,1
53280,58217,445,0,0,70,70,0,1,0,1,0
53281,58213,445,0,0,70,70,0,1,0,1,0
53282,58209,445,0,0,70,70,0,1,0,1,0
53283,38358,22300,0,0,60,60,0,1,0,1,0
53284,38320,51505,0,0,66,66,0,1,0,1,0
53285,55770,64147,0,0,66,66,0,1,0,1,0
53286,24471,32167,0,0,60,60,0,1,0,1,0
53287,53609,445,0,0,66,66,0,1,0,1,0
53288,53608,445,0,0,66,66,0,1,0,1,0
53289,53606,445,0,0,66,66,0,1,0,1,0
53290,58202,445,0,0,70,70,0,1,0,1,0
53291,45082,17,0,0,60,60,0,1,0,1,0
53292,2697,28189,0,0,60,60,0,1,0,1,0
53293,16027,22,0,0,60,60,0,1,0,1,0
53294,5222,7493,0,0,66,66,0,1,0,1,0
53295,6853,48543,0,0,148,148,0,1,0,1,0
53296,53237,445,0,0,70,70,0,1,0,1,0
53297,58200,445,0,0,70,70,0,1,0,1,0
53298,58196,445,0,0,70,70,0,1,0,1,0
53299,58198,445,0,0,70,70,0,1,0,1,0
53300,58191,445,0,0,70,70,0,1,0,1,0
53301,53235,445,0,0,70,70,0,1,0,1,0
53302,1024,6881,0,0,146,146,0,1,0,1,0
53303,57283,64147,0,0,66,66,0,1,0,1,0
53304,42252,33303,0,0,60,60,0,1,0,1,0
53305,5223,16383,0,0,66,66,0,1,0,1,0
53306,53234,445,0,0,70,70,0,1,0,1,0
53307,53233,445,0,0,70,70,0,1,0,1,0
53308,53232,445,0,0,70,70,0,1,0,1,0
53309,53226,445,0,0,70,70,0,1,0,1,0
53310,53229,445,0,0,70,70,0,1,0,1,0
53311,31021,35440,0,0,62,62,0,1,0,1,0
53312,5357,32468,0,0,66,66,0,1,0,1,0
53313,53214,445,0,0,70,70,0,1,0,1,0
53314,53212,445,0,0,70,70,0,1,0,1,0
53315,5208,63836,0,0,145,145,0,1,0,1,0
53316,58183,445,0,0,70,70,0,1,0,1,0
53317,58182,445,0,0,70,70,0,1,0,1,0
53318,58177,445,0,0,70,70,0,1,0,1,0
53319,53209,445,0,0,70,70,0,1,0,1,0
53320,57504,44847,0,0,66,66,0,1,0,1,0
53321,53204,445,0,0,70,70,0,1,0,1,0
53322,26900,27017,37776,27017,422,164,258,6,30,3,3
53323,60409,443,2686,443,7925,1878,6047,26,66,12,14
53324,37939,80,33562,80,1616,1302,314,10,15,5,5
53325,53587,32029,40143,32029,70,70,0,1,5,1,0
53326,50230,80,20217,80,2384,952,1432,15,75,8,7
53327,26900,27017,30659,27017,168,82,86,2,30,1,1
53328,55209,53,9446,53,98,98,0,1,30,1,0
53329,49835,53,4982,53,146,75,71,2,30,1,1
53330,56631,443,17729,443,7889,1900,5989,20,16,11,9
53331,53612,1032,47132,1032,130,70,60,3,5,2,1
53332,51782,10637,45950,10637,66,66,0,1,5,1,0
53333,49485,80,52074,80,1155,781,374,10,15,6,4
53334,36907,53,36907,53,237,91,146,2,33,1,1
53335,55207,80,45213,80,1979,1326,653,16,500,10,6
53336,65397,443,12248,443,2494,1643,851,17,25,9,8
53337,49663,53,18877,53,184,80,104,2,30,1,1
53338,55404,53,28730,53,711,87,624,2,30,1,1
53339,57842,53,57842,53,225,87,138,2,30,1,1
53340,14374,443,14374,443,1582,883,699,18,32,10,8
53341,9158,53,9158,53,237,91,146,2,33,1,1
53342,53579,59332,61782,59332,70,70,0,1,5,1,0
53343,26900,27017,15992,27017,422,164,258,6,30,3,3
53344,52010,80,42870,80,29838,2481,27357,56,31,24,32
53345,50227,80,3538,80,1935,895,1040,15,75,8,7
53346,53584,62974,57251,62974,70,70,0,1,5,1,0
53347,51781,43909,49326,43909,66,66,0,1,5,1,0
53348,11295,40002,59394,40002,209,85,124,4,34,2,2
53349,41981,80,51523,80,1556,1236,320,10,15,5,5
53350,26900,27017,35355,27017,422,164,258,6,30,3,3
53351,56632,443,5495,443,7941,1952,5989,20,15,11,9
53352,49665,53,12263,53,194,99,95,2,30,1,1
53353,53580,48066,12026,48066,70,70,0,1,5,1,0
53354,65384,53,58692,53,194,99,95,2,30,1,1
53355,57659,80,4317,80,742,140,602,12,409,3,9
53356,41052,443,41052,443,4596,1689,2907,19,27,11,8
53357,56633,443,38597,443,7889,1900,5989,20,15,11,9
53358,22602,53,22602,53,217,87,130,2,30,1,1
53359,17932,53,17932,53,213,87,126,2,30,1,1
53360,51780,21130,19007,21130,66,66,0,1,5,1,0
53361,51269,36983,59727,36983,70,70,0,1,5,1,0
53362,43884,80,63772,80,1774,1460,314,13,15,8,5
53363,58225,443,29188,443,2484,330,2154,12,135,5,7
53364,62184,443,42085,443,4283,2038,2245,14,135,7,7
53365,30188,1381,10671,1381,324,150,174,2,1200,1,1
53366,47445,443,40456,443,8710,2009,6701,30,395,10,20
53367,48303,53,44805,53,198,93,105,2,31,1,1
53368,57487,443,43988,443,1786,172,1614,7,121,3,4
53369,55028,443,55949,443,6015,3964,2051,32,361,18,14
53370,6882,43825,33329,43825,200,111,89,2,1200,1,1
53371,50265,45599,34078,45599,330,330,0,6,1200,6,0
53372,53203,445,0,0,70,70,0,1,0,1,0
53373,34553,48637,0,0,60,60,0,1,0,1,0
53374,26480,64147,0,0,62,62,0,1,0,1,0
53375,53676,35974,0,0,60,60,0,1,0,1,0
53376,34677,51185,0,0,60,60,0,1,0,1,0
53377,56679,51505,0,0,146,146,0,1,0,1,0
53378,28973,30188,0,0,66,66,0,1,0,1,0
53379,5223,22981,0,0,60,60,0,1,0,1,0
53380,53585,445,0,0,66,66,0,1,0,1,0
53381,53192,445,0,0,70,70,0,1,0,1,0
53382,58175,445,0,0,70,70,0,1,0,1,0
53383,58167,445,0,0,70,70,0,1,0,1,0
53384,32806,7275,9524,7275,1564,560,1004,23,38,9,14
53385,26900,27017,1315,27017,422,164,258,6,30,3,3
53386,64505,53,38734,53,373,126,247,2,30,1,1
53387,62486,53,59489,53,102,102,0,1,30,1,0
53388,56771,53,26360,53,193,102,91,2,31,1,1
53389,40707,443,1072,443,1969,1195,774,18,122,11,7
53390,49178,53,17300,53,348,105,243,4,45,2,2
53391,49178,2710,54926,2710,70,70,0,2,7,2,0
53392,55284,53,36720,53,193,102,91,2,29,1,1
53393,27005,27016,12661,27016,879,126,753,2,30,1,1
53394,65050,53,2914,53,264,102,162,2,30,1,1
53395,33043,443,36029,443,1788,968,820,20,15,11,9
53396,65376,443,34209,443,55500,40540,14960,137,131,72,65
53397,51802,21555,33946,21555,316,136,180,6,6,3,3
53398,65392,443,55705,443,5939,772,5167,17,27,9,8
53399,64849,53,57025,53,340,110,230,2,29,1,1
53400,50459,80,33223,80,1328,917,411,10,28,6,4
53401,64171,53,42919,53,211,102,109,2,29,1,1
53402,50451,80,26551,80,378,192,186,7,28,4,3
53403,49480,53,4215,53,168,78,90,2,29,1,1
53404,27005,27015,45770,27015,874,126,748,2,30,1,1
53405,56760,53,34251,53,216,102,114,2,30,1,1
53406,55593,53,53460,53,102,102,0,1,30,1,0
53407,49291,53,26536,53,277,110,167,2,30,1,1
53408,27005,27015,65142,27015,883,126,757,2,30,1,1
53409,26900,27017,64029,27017,422,164,258,6,30,3,3
53410,26900,27017,21436,27017,422,164,258,6,30,3,3
53411,65460,53,1825,53,177,94,83,2,30,1,1
53412,44443,80,37663,80,1114,534,580,12,16,7,5
53413,49395,53,16625,53,315,90,225,4,32,2,2
53414,52118,443,25040,443,22072,2166,19906,44,49,22,22
53415,27005,27015,60376,27015,878,126,752,2,30,1,1
53416,56426,80,33168,80,17008,1379,15629,22,25,7,15
53417,27005,27017,40278,27017,891,126,765,2,30,1,1
53418,49629,53,59085,53,216,102,114,2,30,1,1
53419,52385,53,0,0,139,70,69,2,30,1,1
53420,56417,53,7039,53,389,126,263,2,30,1,1
53421,51779,49525,20031,49525,70,70,0,1,5,1,0
53422,49865,443,26140,443,5708,1025,4683,16,35,9,7
53423,65384,53,41711,53,197,102,95,2,30,1,1
53424,49661,443,16392,443,9021,2548,6473,38,80,19,19
53425,65276,53,64809,53,195,86,109,2,30,1,1
53426,37581,53,0,0,86,86,0,1,30,1,0
53427,50958,53,61318,53,94,94,0,1,30,1,0
53428,26900,27017,57216,27017,422,164,258,6,30,3,3
53429,49835,53,4123,53,250,86,164,4,30,2,2
53430,50011,53,36525,53,94,94,0,1,30,1,0
53431,26900,27017,59839,27017,422,164,258,6,30,3,3
53432,64477,53,1968,53,272,94,178,2,30,1,1
53433,26900,27017,63924,27017,422,164,258,6,30,3,3
53434,56760,443,12877,443,7894,1671,6223,21,185,11,10
53435,62597,53,18771,53,102,102,0,1,30,1,0
53436,60683,443,28178,443,17071,1532,15539,17,147,3,14
53437,51796,48779,55326,48779,70,70,0,2,8,2,0
53438,56780,48298,2043,48298,264,70,194,4,19,1,3
53439,53482,53,51944,53,168,78,90,2,30,1,1
53440,26900,27017,20527,27017,422,164,258,6,30,3,3
53441,26900,27017,48615,27017,422,164,258,6,30,3,3
53442,57839,53,54040,53,78,78,0,1,30,1,0
53443,49844,53,62050,53,368,118,250,2,30,1,1
53444,44847,6881,46281,6881,150,150,0,1,1200,1,0
53445,50265,12348,24050,12348,858,858,0,14,1200,14,0
53446,50265,28520,23958,28520,132,132,0,3,1200,3,0
53447,27005,27017,59484,27017,882,126,756,2,30,1,1
53448,57028,8080,10225,8080,78,78,0,2,8,2,0
53449,42349,443,27589,443,90562,4227,86335,118,200,49,69
53450,64954,53,8799,53,94,94,0,1,30,1,0
53451,65136,53,1364,53,86,86,0,1,30,1,0
53452,64240,53,21453,53,256,110,146,2,30,1,1
53453,64122,53,64122,53,220,90,130,2,30,1,1
53454,49835,53,23738,53,168,86,82,2,30,1,1
53455,65515,53,35838,53,718,94,624,2,30,1,1
53456,64803,53,39873,53,102,102,0,1,30,1,0
53457,26900,27017,40342,27017,422,164,258,6,30,3,3
53458,55721,53,4903,53,212,94,118,2,30,1,1
53459,37965,32305,6845,32305,1650,1650,0,26,1537,26,0
53460,27005,27016,48371,27016,887,126,761,2,30,1,1
53461,57118,443,64702,443,5133,631,4502,14,15,8,6
53462,53589,40281,44450,40281,70,70,0,1,4,1,0
53463,52641,6881,46429,6881,1162,856,306,10,14,5,5
53464,61158,443,55712,443,12854,2237,10617,47,638,19,28
53465,53606,54476,23615,54476,320,140,180,6,6,3,3
53466,57382,2258,57382,2258,156,156,0,3,8,3,0
53467,53583,15354,45877,15354,70,70,0,1,4,1,0
53468,26900,27017,43419,27017,422,164,258,6,30,3,3
53469,50438,53,8831,53,199,102,97,2,29,1,1
53470,64884,53,48287,53,239,110,129,2,30,1,1
53471,26900,27017,31665,27017,254,82,172,4,30,2,2
53472,59488,443,37367,443,6100,580,5520,17,53,5,12
53473,46864,443,31788,443,5349,1090,4259,18,31,10,8
53474,65460,53,48122,53,177,94,83,2,30,1,1
53475,56568,53,34489,53,102,102,0,1,30,1,0
53476,64146,53,33411,53,273,94,179,2,30,1,1
53477,51646,80,63912,80,1038219,43977,994242,1734,30,616,1118
53478,61580,53,48820,53,275,94,181,2,29,1,1
53479,50438,53,42985,53,199,102,97,2,29,1,1
53480,51467,443,43898,443,186117,12962,173155,249,143,83,166
53481,50639,443,28987,443,15714,2748,12966,58,21,23,35
53482,55209,53,7531,53,196,102,94,2,33,1,1
53483,65472,443,58915,443,460338,13340,446998,472,16,165,307
53484,49855,53,19600,53,916,86,830,2,30,1,1
53485,49706,53,34348,53,258,110,148,2,30,1,1
53486,57398,53,44535,53,202,86,116,2,30,1,1
53487,58472,53,5380,53,86,86,0,1,30,1,0
53488,56463,53,28170,53,368,118,250,2,30,1,1
53489,26900,27017,25587,27017,422,164,258,6,30,3,3
53490,26900,27017,26989,27017,422,164,258,6,30,3,3
53491,26900,27017,65080,27017,422,164,258,6,30,3,3
53492,27005,27015,36150,27015,889,126,763,2,30,1,1
53493,59677,443,25449,443,13551,5488,8063,33,95,16,17
53494,49650,443,63033,443,93063,2948,90115,107,80,30,77
53495,49914,443,22293,443,12190,2075,10115,28,16,14,14
53496,65393,443,57467,443,5121,936,4185,17,27,9,8
53497,54980,443,53564,443,1541965,48559,1493406,1663,51,623,1040
53498,53986,53,15974,53,102,102,0,1,30,1,0
53499,65349,53,10010,53,275,110,165,2,30,1,1
53500,27005,27018,42247,27018,881,126,755,2,30,1,1
53501,27005,27016,2145,27016,883,126,757,2,30,1,1
53502,47147,443,41911,443,5789,952,4837,19,150,10,9
53503,50265,57121,42011,57121,132,132,0,3,1200,3,0
53504,40226,443,40694,443,13853,4638,9215,42,387,21,21
53505,53707,443,35476,443,350,210,140,6,25,4,2
53506,57109,443,58630,443,7170,1436,5734,35,261,19,16
53507,65384,53,35279,53,197,102,95,2,33,1,1
53508,51797,30712,39713,30712,70,70,0,2,8,2,0
53509,51778,60565,33068,60565,70,70,0,1,5,1,0
53510,26900,27017,49635,27017,422,164,258,6,30,3,3
53511,59487,443,5005,443,8702,580,8122,17,53,5,12
53512,49835,53,35014,53,168,86,82,2,30,1,1
53513,26900,27017,34490,27017,422,164,258,6,30,3,3
53514,49501,53,50538,53,229,110,119,2,30,1,1
53515,21133,27613,37990,27613,481,150,331,2,1199,1,1
53516,56192,53,60489,53,177,94,83,2,31,1,1
53517,57470,48096,60784,48096,132,132,0,3,1200,3,0
53518,61744,443,1594,443,3743,1654,2089,10,121,5,5
53519,57470,44822,45311,44822,132,132,0,3,1200,3,0
53520,27761,53,27761,53,832,106,726,2,30,1,1
53521,60546,53,37684,53,199,94,105,2,30,1,1
53522,56801,21916,14491,21916,316,136,180,6,7,3,3
53523,64110,443,18222,443,5060,3367,1693,21,102,12,9
53524,50725,443,41613,443,6593,3522,3071,56,76,33,23
53525,34351,443,4638,443,402051,17714,384337,520,83,228,292
53526,56448,53,42442,53,177,94,83,2,30,1,1
53527,55056,53,32343,53,177,94,83,2,31,1,1
53528,49438,443,63285,443,18773,1492,17281,38,94,11,27
53529,64380,53,9655,53,196,102,94,2,33,1,1
53530,50904,80,18118,80,12289218,202774,12086444,11470,149,2789,8681
53531,61345,21247,0,0,62,62,0,1,0,1,0
53532,45964,5333,0,0,60,60,0,1,0,1,0
53533,25179,62609,0,0,148,148,0,1,0,1,0
53534,53580,445,0,0,66,66,0,1,0,1,0
53535,23795,44847,0,0,146,146,0,1,0,1,0
53536,53188,445,0,0,70,70,0,1,0,1,0
53537,53577,445,0,0,66,66,0,1,0,1,0
53538,58162,445,0,0,70,70,0,1,0,1,0
53539,58154,445,0,0,70,70,0,1,0,1,0
53540,58152,445,0,0,70,70,0,1,0,1,0
53541,58153,445,0,0,70,70,0,1,0,1,0
53542,65115,50584,0,0,66,66,0,1,0,1,0
53543,21173,37965,0,0,62,62,0,1,0,1,0
53544,11816,50584,0,0,62,62,0,1,0,1,0
53545,1030,44847,0,0,62,62,0,1,0,1,0
53546,53575,445,0,0,66,66,0,1,0,1,0
53547,58326,50584,0,0,62,62,0,1,0,1,0
53548,53178,445,0,0,70,70,0,1,0,1,0
53549,53176,445,0,0,70,70,0,1,0,1,0
53550,53173,445,0,0,70,70,0,1,0,1,0
53551,53419,28189,0,0,60,60,0,1,0,1,0
53552,53171,445,0,0,70,70,0,1,0,1,0
53553,55157,7302,0,0,66,66,0,1,0,1,0
53554,34897,50584,0,0,62,62,0,1,0,1,0
53555,58149,445,0,0,70,70,0,1,0,1,0
53556,53207,50265,0,0,66,66,0,1,0,1,0
53557,58145,445,0,0,70,70,0,1,0,1,0
53558,58143,445,0,0,70,70,0,1,0,1,0
53559,58142,445,0,0,70,70,0,1,0,1,0
53560,1866,51505,0,0,66,66,0,1,0,1,0
53561,57676,64147,0,0,74,74,0,1,0,1,0
53562,46679,64147,0,0,62,62,0,1,0,1,0
53563,53568,445,0,0,66,66,0,1,0,1,0
53564,6881,64910,0,0,146,146,0,1,0,1,0
53565,53565,445,0,0,66,66,0,1,0,1,0
53566,53560,445,0,0,66,66,0,1,0,1,0
53567,53559,445,0,0,66,66,0,1,0,1,0
53568,59201,51221,0,0,66,66,0,1,0,1,0
53569,8191,51221,0,0,62,62,0,1,0,1,0
53570,57131,26296,0,0,145,145,0,1,0,1,0
53571,53558,445,0,0,66,66,0,1,0,1,0
53572,53555,445,0,0,66,66,0,1,0,1,0
53573,53557,445,0,0,66,66,0,1,0,1,0
53574,34930,20005,0,0,60,60,0,1,0,1,0
53575,53165,445,0,0,70,70,0,1,0,1,0
53576,53355,23117,0,0,62,62,0,1,0,1,0
53577,50031,44847,0,0,74,74,0,1,0,1,0
53578,443,64347,0,0,131,131,0,1,0,1,0
53579,50369,50584,0,0,66,66,0,1,0,1,0
53580,50562,37965,0,0,66,66,0,1,0,1,0
53581,5223,7851,0,0,66,66,0,1,0,1,0
53582,58137,445,0,0,70,70,0,1,0,1,0
53583,58139,445,0,0,70,70,0,1,0,1,0
53584,58134,445,0,0,70,70,0,1,0,1,0
53585,53551,445,0,0,66,66,0,1,0,1,0
53586,53157,445,0,0,70,70,0,1,0,1,0
53587,58132,445,0,0,70,70,0,1,0,1,0
53588,53156,445,0,0,70,70,0,1,0,1,0
53589,53550,445,0,0,66,66,0,1,0,1,0
53590,51909,6881,0,0,66,66,0,1,0,1,0
53591,57289,31573,0,0,66,66,0,1,0,1,0
53592,54773,50584,0,0,62,62,0,1,0,1,0
53593,62678,57470,0,0,62,62,0,1,0,1,0
53594,53548,445,0,0,66,66,0,1,0,1,0
53595,53547,445,0,0,66,66,0,1,0,1,0
53596,42951,44847,0,0,66,66,0,1,0,1,0
53597,53545,445,0,0,66,66,0,1,0,1,0
53598,50360,35440,0,0,66,66,0,1,0,1,0
53599,53150,445,0,0,70,70,0,1,0,1,0
53600,53166,61600,0,0,62,62,0,1,0,1,0
53601,14070,62413,0,0,66,66,0,1,0,1,0
53602,14260,36829,0,0,62,62,0,1,0,1,0
53603,7285,51221,0,0,66,66,0,1,0,1,0
53604,53149,445,0,0,70,70,0,1,0,1,0
53605,64175,56502,0,0,66,66,0,1,0,1,0
53606,7992,64147,0,0,62,62,0,1,0,1,0
53607,58125,445,0,0,70,70,0,1,0,1,0
53608,58116,445,0,0,70,70,0,1,0,1,0
